#Time Stamp Stevens Creek Rd - Level (ft) Stevens Creek Rd - Rainfall (in) Stevens Creek Rd – Cumul Rainfall (in) Stevens Creek Rd - Temperature (F) Stevens Creek Rd - Temperature (F)
#1 2 3 4 5 6 7
12/5/2014 14:00 0.95 0 0 70 70
12/5/2014 14:15 0.95 0 0  0
12/5/2014 14:30 0.95 0 0  0
12/5/2014 14:45 0.95 0 0  0
12/5/2014 15:00 0.95 0 0 68 68
12/5/2014 15:15 0.95 0 0  0
12/5/2014 15:30 0.95 0 0  0
12/5/2014 15:45 0.94 0 0  0
12/5/2014 16:00 0.94 0 0 67 67
12/5/2014 16:15 0.94 0 0  0
12/5/2014 16:30 0.94 0 0  0
12/5/2014 16:45 0.94 0 0  0
12/5/2014 17:00 0.94 0 0 62 62
12/5/2014 17:15 0.94 0 0  0
12/5/2014 17:30 0.94 0 0  0
12/5/2014 17:45 0.93 0 0  0
12/5/2014 18:00 0.93 0 0 60 60
12/5/2014 18:15 0.93 0 0  0
12/5/2014 18:30 0.93 0 0  0
12/5/2014 18:45 0.93 0 0  0
12/5/2014 19:00 0.93 0 0 58 58
12/5/2014 19:15 0.93 0 0  0
12/5/2014 19:30 0.93 0 0  0
12/5/2014 19:45 0.93 0 0  0
12/5/2014 20:00 0.93 0 0 55 55
12/5/2014 20:15 0.93 0 0  0
12/5/2014 20:30 0.93 0 0  0
12/5/2014 20:45 0.93 0 0  0
12/5/2014 21:00 0.93 0 0 53 53
12/5/2014 21:15 0.93 0 0  0
12/5/2014 21:30 0.93 0 0  0
12/5/2014 21:45 0.93 0 0  0
12/5/2014 22:00 0.93 0 0 52 52
12/5/2014 22:15 0.93 0 0  0
12/5/2014 22:30 0.93 0 0  0
12/5/2014 22:45 0.93 0 0  0
12/5/2014 23:00 0.93 0 0 52 52
12/5/2014 23:15 0.93 0 0  0
12/5/2014 23:30 0.93 0 0  0
12/5/2014 23:45 0.93 0 0  0
12/6/2014 0:00 0.93 0 0 51 51
12/6/2014 0:15 0.93 0 0  0
12/6/2014 0:30 0.93 0 0  0
12/6/2014 0:45 0.93 0 0  0
12/6/2014 1:00  0 0 51 51
12/6/2014 1:30 0.93 0 0  0
12/6/2014 1:45 0.93 0 0  0
12/6/2014 2:00 0.93 0 0 51 51
12/6/2014 2:15 0.93 0 0  0
12/6/2014 2:30 0.93 0 0  0
12/6/2014 2:45 0.93 0 0  0
12/6/2014 3:00 0.93 0 0 52 52
12/6/2014 3:15 0.93 0 0  0
12/6/2014 3:30 0.93 0 0  0
12/6/2014 3:45 0.93 0 0  0
12/6/2014 4:00 0.93 0 0 52 52
12/6/2014 4:15 0.93 0 0  0
12/6/2014 4:30 0.93 0 0  0
12/6/2014 4:45 0.93 0 0  0
12/6/2014 5:00 0.93 0 0 52 52
12/6/2014 5:15 0.93 0 0  0
12/6/2014 5:30 0.93 0 0  0
12/6/2014 5:45 0.93 0 0  0
12/6/2014 6:00 0.93 0 0 52 52
12/6/2014 6:15 0.93 0 0  0
12/6/2014 6:30 0.93 0 0  0
12/6/2014 6:45 0.93 0 0  0
12/6/2014 7:00 0.93 0 0 53 53
12/6/2014 7:15 0.93 0 0  0
12/6/2014 7:30 0.92 0 0  0
12/6/2014 7:45 0.92 0 0  0
12/6/2014 8:00 0.93 0 0 54 54
12/6/2014 8:15 0.93 0 0  0
12/6/2014 8:30 0.93 0 0  0
12/6/2014 8:45 0.93 0 0  0
12/6/2014 9:00 0.93 0 0 57 57
12/6/2014 9:15 0.93 0 0  0
12/6/2014 9:30 0.93 0 0  0
12/6/2014 9:45 0.93 0 0  0
12/6/2014 10:00 0.93 0 0 59 59
12/6/2014 10:15 0.93 0 0  0
12/6/2014 10:30 0.93 0 0  0
12/6/2014 10:45 0.93 0 0  0
12/6/2014 11:00 0.93 0 0 61 61
12/6/2014 11:15 0.93 0 0  0
12/6/2014 11:30 0.93 0 0  0
12/6/2014 11:45 0.93 0 0  0
12/6/2014 12:00 0.93 0 0 60 60
12/6/2014 12:15 0.94 0 0  0
12/6/2014 12:30 0.94 0.03 0.03  0
12/6/2014 12:45 0.94 0 0.03  0
12/6/2014 13:00 0.94 0 0.03 61 61
12/6/2014 13:15 0.94 0 0.03  0
12/6/2014 13:30 0.94 0 0.03  0
12/6/2014 13:45 0.94 0 0  0
12/6/2014 14:00 0.96 0 0 64 64
12/6/2014 14:15 1 0 0  0
12/6/2014 14:30 1.03 0 0  0
12/6/2014 14:45 1.04 0 0  0
12/6/2014 15:00 1.04 0 0 64 64
12/6/2014 15:15 1.04 0 0  0
12/6/2014 15:30 1.03 0 0  0
12/6/2014 15:45 1.02 0.01 0.01  0
12/6/2014 16:00 1.01 0 0.01 64 64
12/6/2014 16:15 1 0 0.01  0
12/6/2014 16:30 1 0 0.01  0
12/6/2014 16:45 0.99 0 0.01  0
12/6/2014 17:00 0.99 0 0 63 63
12/6/2014 17:15 0.98 0 0  0
12/6/2014 17:30 0.98 0 0  0
12/6/2014 17:45 0.98 0 0  0
12/6/2014 18:00 0.97 0 0 62 62
12/6/2014 18:15 0.97 0 0  0
12/6/2014 18:30 0.97 0 0  0
12/6/2014 18:45 0.96 0 0  0
12/6/2014 19:00 0.96 0 0 62 62
12/6/2014 19:15 0.96 0 0  0
12/6/2014 19:30 0.96 0 0  0
12/6/2014 19:45 0.96 0 0  0
12/6/2014 20:00 0.97 0 0 63 63
12/6/2014 20:15 0.98 0 0  0
12/6/2014 20:30 0.98 0 0  0
12/6/2014 20:45 0.98 0 0  0
12/6/2014 21:00 0.98 0 0 61 61
12/6/2014 21:15 0.98 0 0  0
12/6/2014 21:30 0.98 0 0  0
12/6/2014 21:45 0.98 0 0  0
12/6/2014 22:00 0.97 0 0 60 60
12/6/2014 22:15 0.97 0 0  0
12/6/2014 22:30 0.97 0 0  0
12/6/2014 22:45 0.97 0 0  0
12/6/2014 23:00 0.97 0 0 59 59
12/6/2014 23:15 0.97 0 0  0
12/6/2014 23:30 0.96 0 0  0
12/6/2014 23:45 0.96 0 0  0
12/7/2014 0:00 0.96 0 0 58 58
12/7/2014 0:15 0.96 0 0  0
12/7/2014 0:30 0.96 0 0  0
12/7/2014 0:45 0.95 0 0  0
12/7/2014 1:00 0.95 0 0 56 56
12/7/2014 1:15 0.95 0 0  0
12/7/2014 1:30 0.95 0 0  0
12/7/2014 1:45 0.95 0 0  0
12/7/2014 2:00 0.95 0 0 53 53
12/7/2014 2:15 0.95 0 0  0
12/7/2014 2:30 0.94 0 0  0
12/7/2014 2:45 0.94 0 0  0
12/7/2014 3:00 0.94 0 0 51 51
12/7/2014 3:15 0.94 0 0  0
12/7/2014 3:30 0.94 0 0  0
12/7/2014 3:45 0.94 0 0  0
12/7/2014 4:00 0.94 0 0 50 50
12/7/2014 4:15 0.94 0 0  0
12/7/2014 4:30 0.93 0 0  0
12/7/2014 4:45 0.93 0 0  0
12/7/2014 5:00 0.93 0 0 50 50
12/7/2014 5:15 0.93 0 0  0
12/7/2014 5:30 0.93 0 0  0
12/7/2014 5:45 0.93 0 0  0
12/7/2014 6:00 0.93 0 0 48 48
12/7/2014 6:15 0.93 0 0  0
12/7/2014 6:30 0.93 0 0  0
12/7/2014 6:45 0.93 0 0  0
12/7/2014 7:00 0.92 0 0 47 47
12/7/2014 7:15 0.92 0 0  0
12/7/2014 7:30 0.92 0 0  0
12/7/2014 7:45 0.92 0 0  0
12/7/2014 8:00 0.92 0 0 49 49
12/7/2014 8:15 0.92 0 0  0
12/7/2014 8:30 0.92 0 0  0
12/7/2014 8:45 0.92 0 0  0
12/7/2014 9:00 0.92 0 0 56 56
12/7/2014 9:15 0.91 0 0  0
12/7/2014 9:30 0.92 0 0  0
12/7/2014 9:45 0.92 0 0  0
12/7/2014 10:00 0.92 0 0 61 61
12/7/2014 10:15 0.92 0 0  0
12/7/2014 10:30 0.91 0 0  0
12/7/2014 10:45 0.92 0 0  0
12/7/2014 11:00 0.92 0 0 63 63
12/7/2014 11:15 0.91 0 0  0
12/7/2014 11:30 0.91 0 0  0
12/7/2014 11:45 0.91 0 0  0
12/7/2014 12:00 0.91 0 0 66 66
12/7/2014 12:15 0.91 0 0  0
12/7/2014 12:30 0.91 0 0  0
12/7/2014 12:45 0.91 0 0  0
12/7/2014 13:00 0.91 0 0 68 68
12/7/2014 13:15 0.91 0 0  0
12/7/2014 13:30 0.91 0 0  0
12/7/2014 13:45 0.91 0 0  0
12/7/2014 14:00 0.91 0 0 69 69
12/7/2014 14:15 0.91 0 0  0
12/7/2014 14:30 0.91 0 0  0
12/7/2014 14:45 0.91 0 0  0
12/7/2014 15:00 0.91 0 0 69 69
